"param_num","sim_num","model","estimator","basis_dim","sigma_type","AIPW_estimate","HOIF_correction","ATE_estimate","true_ATE","bias","magnitude","noise","confounding"
17,32,"glm","HOIF_basis_dim261",261,"tr2",0.110536536178058,-0.0643602402267624,0.046176295951296,0.125600495893383,-0.0794241999420869,0,0,0
17,32,"glm","HOIF_basis_dim1485",1485,"tr3",0.110536536178058,9.35135933281529,9.46189586899334,0.125600495893383,9.33629537309996,0,0,0
17,32,"glm","HOIF_basis_dim25",25,"nlshrink1",0.110536536178058,-0.0273542535867341,0.0831822825913243,0.125600495893383,-0.0424182133020586,0,0,0
17,32,"glm","HOIF_basis_dim261",261,"nlshrink2",0.110536536178058,4.53634837862909,4.64688491480715,0.125600495893383,4.52128441891376,0,0,0
17,32,"glm","HOIF_basis_dim1485",1485,"nlshrink3",0.110536536178058,298.470271031492,298.58080756767,0.125600495893383,298.455207071777,0,0,0
17,33,"glm","AIPW",NA,NA,0.103658757659848,NA,0.103658757659848,0.125600495893383,-0.0219417382335349,0,0,0
17,33,"glm","HOIF_basis_dim25",25,"tr1",0.103658757659848,-0.0331462515991569,0.0705125060606911,0.125600495893383,-0.0550879898326918,0,0,0
17,33,"glm","HOIF_basis_dim261",261,"tr2",0.103658757659848,-0.132620902630724,-0.0289621449708759,0.125600495893383,-0.154562640864259,0,0,0
17,33,"glm","HOIF_basis_dim1485",1485,"tr3",0.103658757659848,-21.4664272866952,-21.3627685290353,0.125600495893383,-21.4883690249287,0,0,0
17,33,"glm","HOIF_basis_dim25",25,"nlshrink1",0.103658757659848,-0.0330406635154318,0.0706180941444162,0.125600495893383,-0.0549824017489667,0,0,0
17,33,"glm","HOIF_basis_dim261",261,"nlshrink2",0.103658757659848,-0.619451459902539,-0.515792702242691,0.125600495893383,-0.641393198136073,0,0,0
17,33,"glm","HOIF_basis_dim1485",1485,"nlshrink3",0.103658757659848,-0.149330205942901,-0.0456714482830533,0.125600495893383,-0.171271944176436,0,0,0
17,34,"glm","AIPW",NA,NA,0.0753044945774122,NA,0.0753044945774122,0.125600495893383,-0.0502960013159707,0,0,0
17,34,"glm","HOIF_basis_dim25",25,"tr1",0.0753044945774122,-0.0432650496619663,0.032039444915446,0.125600495893383,-0.0935610509779369,0,0,0
17,34,"glm","HOIF_basis_dim261",261,"tr2",0.0753044945774122,-0.0412330003388171,0.0340714942385952,0.125600495893383,-0.0915290016547877,0,0,0
17,34,"glm","HOIF_basis_dim1485",1485,"tr3",0.0753044945774122,-12.3781721857555,-12.3028676911781,0.125600495893383,-12.4284681870715,0,0,0
17,34,"glm","HOIF_basis_dim25",25,"nlshrink1",0.0753044945774122,-0.0432156211265328,0.0320888734508794,0.125600495893383,-0.0935116224425035,0,0,0
17,34,"glm","HOIF_basis_dim261",261,"nlshrink2",0.0753044945774122,-0.0849132941922588,-0.00960879961484651,0.125600495893383,-0.135209295508229,0,0,0
17,34,"glm","HOIF_basis_dim1485",1485,"nlshrink3",0.0753044945774122,-1.20404857160911,-1.1287440770317,0.125600495893383,-1.25434457292508,0,0,0
17,35,"glm","AIPW",NA,NA,0.0846602575229828,NA,0.0846602575229828,0.125600495893383,-0.0409402383704001,0,0,0
17,35,"glm","HOIF_basis_dim25",25,"tr1",0.0846602575229828,-0.037854096082944,0.0468061614400388,0.125600495893383,-0.0787943344533441,0,0,0
17,35,"glm","HOIF_basis_dim261",261,"tr2",0.0846602575229828,-0.0974988953584983,-0.0128386378355155,0.125600495893383,-0.138439133728898,0,0,0
17,35,"glm","HOIF_basis_dim1485",1485,"tr3",0.0846602575229828,-18.6488086552503,-18.5641483977273,0.125600495893383,-18.6897488936207,0,0,0
17,35,"glm","HOIF_basis_dim25",25,"nlshrink1",0.0846602575229828,-0.037406315984369,0.0472539415386138,0.125600495893383,-0.0783465543547691,0,0,0
17,35,"glm","HOIF_basis_dim261",261,"nlshrink2",0.0846602575229828,-14.0511887859326,-13.9665285284096,0.125600495893383,-14.092129024303,0,0,0
17,35,"glm","HOIF_basis_dim1485",1485,"nlshrink3",0.0846602575229828,-444.091074871629,-444.006414614106,0.125600495893383,-444.132015109999,0,0,0
17,36,"glm","AIPW",NA,NA,0.15231382667998,NA,0.15231382667998,0.125600495893383,0.0267133307865967,0,0,0
17,36,"glm","HOIF_basis_dim25",25,"tr1",0.15231382667998,-0.00424915153051799,0.148064675149462,0.125600495893383,0.0224641792560787,0,0,0
17,36,"glm","HOIF_basis_dim261",261,"tr2",0.15231382667998,-0.12374640305141,0.0285674236285696,0.125600495893383,-0.0970330722648133,0,0,0
17,36,"glm","HOIF_basis_dim1485",1485,"tr3",0.15231382667998,-24.9336996012567,-24.7813857745767,0.125600495893383,-24.9069862704701,0,0,0
17,36,"glm","HOIF_basis_dim25",25,"nlshrink1",0.15231382667998,-0.00527604125080352,0.147037785429176,0.125600495893383,0.0214372895357932,0,0,0
